center_time,start_time,end_time,acc_x_permutation_entropy,acc_x_spectral_entropy,acc_x_mean,acc_x_std,acc_x_range,acc_x_rms,acc_x_var,acc_x_min,acc_x_max,acc_x_time_energy,acc_x_spectral_centroid,acc_x_spectral_spread,acc_x_spectral_flatness,acc_x_peak_frequency_ratio,acc_x_hjorth_frequency,acc_x_spectral_skewness,acc_x_spectral_kurtosis,acc_x_snr,acc_y_permutation_entropy,acc_y_spectral_entropy,acc_y_mean,acc_y_std,acc_y_range,acc_y_rms,acc_y_var,acc_y_min,acc_y_max,acc_y_time_energy,acc_y_spectral_centroid,acc_y_spectral_spread,acc_y_spectral_flatness,acc_y_peak_frequency_ratio,acc_y_hjorth_frequency,acc_y_spectral_skewness,acc_y_spectral_kurtosis,acc_y_snr,acc_z_permutation_entropy,acc_z_spectral_entropy,acc_z_mean,acc_z_std,acc_z_range,acc_z_rms,acc_z_var,acc_z_min,acc_z_max,acc_z_time_energy,acc_z_spectral_centroid,acc_z_spectral_spread,acc_z_spectral_flatness,acc_z_peak_frequency_ratio,acc_z_hjorth_frequency,acc_z_spectral_skewness,acc_z_spectral_kurtosis,acc_z_snr,acc_mag_permutation_entropy,acc_mag_spectral_entropy,acc_mag_mean,acc_mag_std,acc_mag_range,acc_mag_rms,acc_mag_var,acc_mag_min,acc_mag_max,acc_mag_time_energy,acc_mag_spectral_centroid,acc_mag_spectral_spread,acc_mag_spectral_flatness,acc_mag_peak_frequency_ratio,acc_mag_hjorth_frequency,acc_mag_spectral_skewness,acc_mag_spectral_kurtosis,acc_mag_snr,gyr_x_permutation_entropy,gyr_x_spectral_entropy,gyr_x_mean,gyr_x_std,gyr_x_range,gyr_x_rms,gyr_x_var,gyr_x_min,gyr_x_max,gyr_x_time_energy,gyr_x_spectral_centroid,gyr_x_spectral_spread,gyr_x_spectral_flatness,gyr_x_peak_frequency_ratio,gyr_x_hjorth_frequency,gyr_x_spectral_skewness,gyr_x_spectral_kurtosis,gyr_x_snr,gyr_y_permutation_entropy,gyr_y_spectral_entropy,gyr_y_mean,gyr_y_std,gyr_y_range,gyr_y_rms,gyr_y_var,gyr_y_min,gyr_y_max,gyr_y_time_energy,gyr_y_spectral_centroid,gyr_y_spectral_spread,gyr_y_spectral_flatness,gyr_y_peak_frequency_ratio,gyr_y_hjorth_frequency,gyr_y_spectral_skewness,gyr_y_spectral_kurtosis,gyr_y_snr,gyr_z_permutation_entropy,gyr_z_spectral_entropy,gyr_z_mean,gyr_z_std,gyr_z_range,gyr_z_rms,gyr_z_var,gyr_z_min,gyr_z_max,gyr_z_time_energy,gyr_z_spectral_centroid,gyr_z_spectral_spread,gyr_z_spectral_flatness,gyr_z_peak_frequency_ratio,gyr_z_hjorth_frequency,gyr_z_spectral_skewness,gyr_z_spectral_kurtosis,gyr_z_snr,gyr_mag_permutation_entropy,gyr_mag_spectral_entropy,gyr_mag_mean,gyr_mag_std,gyr_mag_range,gyr_mag_rms,gyr_mag_var,gyr_mag_min,gyr_mag_max,gyr_mag_time_energy,gyr_mag_spectral_centroid,gyr_mag_spectral_spread,gyr_mag_spectral_flatness,gyr_mag_peak_frequency_ratio,gyr_mag_hjorth_frequency,gyr_mag_spectral_skewness,gyr_mag_spectral_kurtosis,gyr_mag_snr,label,experiment_id
2.0,0.0,4.0,0.859848932499934,0.7171884887708343,0.9008903748850817,0.7379606610310967,5.252619895825673,1.1645554537204472,0.5445859372294533,-1.1074683656017552,4.145151530223918,325.48545714960875,4.12124071576134,2.849889883240429,0.0506162894961536,0.07626220738365865,7.7052502661238345,1.5278980360655223,8.81048346927924,-10.832393401596867,0.8679898200757175,0.7477470342034556,0.17712563075320328,0.8134560623507484,5.993564042615388,0.8325168193165258,0.6617107653751847,-2.8887109497435803,3.1048530928718074,166.34022106677716,6.9812478590796765,3.224429702342948,0.10145702182477666,0.10639693030293332,9.234519394995989,1.0282306492809528,8.084120663678315,-9.24215553600409,0.8307447790149778,0.6948453769976635,0.4160817896126616,0.4424222675137408,2.590973506642481,0.6073397059630428,0.19573746279200002,-1.1722284331737365,1.4187450734687446,88.52676442542605,3.3962093045753137,3.2599583108329426,0.053532645542658526,0.1759122745174739,8.872496560910834,1.8385439972652016,8.834308600550438,-6.7067730104374315,0.9131009884834952,0.7345893385675297,1.3799670178205694,0.7168167181376427,4.2143470018638105,1.5550354265013437,0.5138262074016207,0.13542865387606998,4.34977565573988,580.3524426418119,4.034374675792973,4.117817622209413,0.11717103026647148,0.14730280845023666,11.59118734075163,1.9318167079435873,8.40789610947223,-7.625838052928992,0.877834798711773,0.6705635998624582,-0.0674916641681957,1.010332108870615,7.890398252020509,1.0125838705742538,1.0207709702149443,-2.854918411358727,5.035479840661782,246.0782627873129,3.4654953207964043,3.416795987079267,0.04782294172176953,0.155935661717028,8.604188088891204,1.6982498361874956,5.970246350292764,-7.334301039995359,0.7906182273400395,0.6078010487194904,-0.07742337976475083,1.4762721400792613,10.521606071037603,1.4783009880631206,2.179379431574202,-5.3212565603590996,5.200349510678503,524.4897147140157,2.717723945822381,1.9088243690384303,0.00851746218137823,0.17079618133402458,5.823473193854822,1.5733042301983902,7.577126221854234,-6.861831369044697,0.8193553963572187,0.5414758481604227,-0.024056129822089215,1.3832709352326673,9.873075664785054,1.383480096583061,1.9134384802594582,-3.9912413304876893,5.8818343342973645,459.36412263395414,2.1482189515963612,1.7411650668492489,0.007648169137778721,0.16979586647830613,7.450361041856202,3.688646746616109,20.25800158314932,-6.892577777902074,0.865181338542531,0.7079258256008979,1.6152373004811855,1.5861038891041357,7.6618815879122035,2.26378379795797,2.5157255470312645,0.08092983193200783,7.7428114198442115,1229.9321001352828,1.7086171899610902,2.2776656991895883,0.020135416959003956,0.38280375668381833,7.715419694640166,2.7167149721550583,16.37657745305248,-2.0744708285023656,pre-void,1
4.0,2.0,6.0,0.9111314703198723,0.7971218063379054,0.5809716663300442,0.43582633054137465,3.453533186780545,0.7262731355843116,0.18994459039315956,-0.7984184076531967,2.655114779127348,126.59344019315229,5.948331103000683,3.6964177265524314,0.0928420245436154,0.13967389675286573,8.794978415995953,0.8560493013773209,5.159776021842898,-7.895478494396501,0.8815532225528215,0.7791762955366851,0.5155118068867237,0.6633814482161299,4.659377389738671,0.840135327716282,0.44007494583732976,-1.8032434011798297,2.856133988558841,169.39856853046666,5.809182407338874,5.050552208938181,0.09740425766078269,0.2056138669949152,10.153737636049723,0.4692028854219432,2.6740231481711274,-5.86979253280846,0.8766594253058958,0.7613795990451985,0.9736606696197001,0.5458215909173312,3.141934111066075,1.1162151713159112,0.2979212091115265,-0.8911737277221577,2.250760383343917,299.0247140821942,1.050200880149465,2.464489532541454,0.0230948734534472,0.5577249629011034,9.119237828341415,4.331179526469777,25.287616026041068,1.0072765574831433,0.9124364618569046,0.8091822293475367,1.4653262323312546,0.57624246447664,2.831146927653629,1.574559095437266,0.33205537786611167,0.640027869674247,3.4711747973278757,595.0167228058131,2.9074206933024414,4.7711461287032275,0.07450412809496267,0.3998802310504062,11.190639422984326,1.9551082615308693,6.356455547483524,-1.7630799892763283,0.8877258261562203,0.7542695293058891,0.04994287076655261,0.9392683516458901,6.274614456412221,0.9405951981293503,0.8822250364035873,-1.7729049352897734,4.501709521122447,212.33263841855805,1.9994970377775052,3.41611166281099,0.02405908560605862,0.36072300255321443,9.330329520188188,2.3823953501615005,8.000553090959126,-2.485152405646234,0.8066278901364627,0.6809891270401297,0.047890237767492065,0.575002503103146,4.419022962371935,0.5769933738339725,0.33062787857488346,-2.1498508784920847,2.2691720838798504,79.90112482759449,4.052563422615333,2.7479017933818497,0.03399566111680537,0.10168763292366499,7.156004546442942,1.3084970457700729,6.152500835204035,-9.461592402796775,0.8590067474918294,0.741259615120353,0.10862039636557788,0.8962942108780704,6.101389463829074,0.9028519828632809,0.8033433124535428,-1.6953112984447176,4.406078165384357,195.63400871043797,5.060840829741174,3.584726517554875,0.06312812831178254,0.11270029403343743,8.358929149247688,0.7995751310806861,3.7323174873144445,-8.961452879547988,0.9014379343608365,0.7555092944473903,1.0496388338614089,0.9649045038772085,6.156747572524263,1.4257567755940914,0.931040701602522,0.08092983193200783,6.237677404456271,487.86777195659045,3.6793732726755004,4.046870484028365,0.11360037787843749,0.10314067191748721,10.13609050581709,1.9710526311631171,7.394433175368211,-9.392943728071952,pre-void,1
6.0,4.0,8.0,0.8785376352668307,0.7096516428367261,0.6168025481439411,0.7107777648342961,5.256641743298044,0.9410900139623716,0.505205030982838,-2.27059366617524,2.986048077122804,212.55609945112724,3.618248920661487,2.9027623830910656,0.05474933351897976,0.09813453092616328,8.489462296666561,1.9130352259899135,9.96787318192772,-9.633199077599766,0.8822013297446528,0.810073466225231,0.28311106527048735,1.0108975209215716,5.433528899616388,1.0497931572857433,1.0219137978053794,-2.5773949110575476,2.856133988558841,264.49576154015267,5.794955358027403,3.698339877287022,0.10872261629473094,0.10438227567711446,9.938956529024795,0.8565089277978687,4.873692559374678,-9.334959187787428,0.854727197221956,0.7681332746362798,0.5517418148263445,0.9709677172574213,3.7954779191823462,1.1167798969286453,0.9427783079560876,-1.5447175358384293,2.250760383343917,299.3273611641494,2.519160305650116,3.2744981526575905,0.023993572009052385,0.47875602722754085,9.155048162431468,1.5539595227275675,5.583988745985535,-0.36926791667502484,0.9348997152478673,0.8330041306249696,1.657235882911192,0.6989153411101977,3.371449674764942,1.798586507690865,0.48848265403918406,0.0997251225629339,3.4711747973278757,776.3792221554293,5.49268290633033,4.728720246271835,0.16283766562412869,0.08440581785231528,11.697695332937442,1.572700929581854,5.945270752728535,-10.353306418755384,0.8832387138495783,0.702882475047598,0.1862465380284747,1.1751672809972022,6.6442905510706085,1.1898344049715277,1.3810181383263576,-2.142581029948161,4.501709521122447,339.7694187009479,3.027174967241332,3.380256647840963,0.03786627474324577,0.17521018981272427,9.316102840171812,1.5443732978123899,5.311643008013603,-6.727839266914783,0.7858959191716903,0.6391588750374174,-0.110918085851442,0.9649163379411507,5.14653537788233,0.9712704880694712,0.931063539225761,-3.2630065265827506,1.8835288512995794,226.40792663873015,2.8315225628728014,1.9989485323264804,0.016079315012959408,0.2124970126380986,7.11455009004566,2.781055315207593,15.831180635804301,-5.688993809491796,0.8413955573922886,0.6388299978132507,0.029037356475920553,1.0275589556611862,6.650965608383043,1.027969151011166,1.0558774073595074,-2.2448874429986856,4.406078165384357,253.61293810334809,2.1222414727675227,2.375727701853379,0.02017491299653986,0.17488163088008646,8.808417375854805,2.8414616773240495,13.6497490741243,-6.737720609437956,0.8959451004536908,0.6860507564534181,1.5726979572841764,0.9707800898419034,6.185050468604623,1.848186367139222,0.9424139828334542,0.05262693585164762,6.237677404456271,819.790283443026,2.258248665052393,3.001655056403424,0.054410387731936,0.18091379846413846,10.56273531422309,3.366032886585806,18.09024743621055,-6.558579175899602,pre-void,1
8.0,6.0,10.0,0.877742847516289,0.7311767639499667,0.7032490277664649,0.6677621544502464,5.256641743298044,0.9697759998940545,0.4459062949160348,-2.27059366617524,2.986048077122804,225.71171759292315,4.883301881277025,3.246701526801593,0.07026631078621327,0.08533939664213355,8.809330225887061,1.3070770760358492,7.1416144277518825,-10.301104048279006,0.8851519889332339,0.8233895643370898,-0.06718098918854994,0.9861280341560666,5.0749071200437035,0.9884137721910092,0.9724484997485086,-2.580103525428927,2.4948035946147766,234.4708284136465,6.13379494069663,4.3566569441079706,0.09482657619945642,0.09460495540565572,9.894117411421204,0.29471503663673443,2.758430006522493,-9.809242277108268,0.8539401146829051,0.7484978430781455,0.0681714772894029,0.7610930905520801,3.472946155088037,0.764140067528157,0.5792626924861167,-1.5447175358384293,1.9282286192496079,140.1384102724647,1.5140635311912993,2.7160276945562747,0.01989129562671956,0.36141914055014357,9.330531037652234,3.0417020578407774,13.114834861651863,-2.472047481655504,0.9577006945103053,0.8462442069886748,1.4335054073517648,0.6681313979469607,3.270191648440619,1.5815616705741544,0.44639956492256005,0.0997251225629339,3.369916771003553,600.3209562790344,6.37293569558425,5.573932088628183,0.2484668267103994,0.12465635891186637,12.57394521945928,1.4442405958679236,4.993218528691956,-8.464641434526524,0.8620155397435075,0.6662546550318446,0.1676080154105195,1.4116038059131155,8.28308323612385,1.4215195220953687,1.9926253048683924,-3.399598044598875,4.883485191524976,484.9722604075789,1.8286312765416057,2.6619447524031012,0.012361847218652598,0.231129836206199,9.203668261748824,2.698165856532336,10.550731737791438,-5.219969967721514,0.8054990978715154,0.619935654082422,-0.2905846897034091,1.0131126620469528,5.143720207795349,1.053962393963793,1.026397265999863,-3.2630065265827506,1.880713681212598,266.6008146935735,2.6453016497968402,2.2647049524810154,0.017125265631670147,0.16713383552881544,7.4450899405220845,1.9199912249595428,9.610551164338869,-6.975108391141866,0.8186547860876353,0.6812941098330654,-0.20047963676583253,0.9378648939712306,5.355446548898012,0.9590529933749374,0.8795905593436676,-3.21703382482401,2.1384127240740023,220.74783458434268,2.855411112004207,3.0179994112796504,0.035624939370002655,0.15770090778676116,8.899041541609524,1.9212533044227893,7.654911216439309,-7.276321391704723,0.8972382207838442,0.7726393916979667,1.7814850526428405,0.9368287628482046,5.484201063220533,2.012793363385711,0.8776481308996975,0.05262693585164762,5.536827999072181,972.320909685495,4.668922811173488,3.7199743610591454,0.0866507127068337,0.10000107307995174,10.484950038044929,1.2925973602621743,5.358518115959857,-9.542373311112907,pre-void,1
10.0,8.0,12.0,0.8715154649764182,0.7825427446665923,0.6272412639001165,0.42832337720026475,2.781083230038524,0.7595344090923439,0.1834609154562403,-0.5381298418073994,2.2429533882311246,138.45420446286144,4.5958268666820885,3.6325063115468312,0.07818975338718641,0.07747817325470309,9.443271014050096,1.1232828297927044,5.482414173755155,-10.757972771727609,0.8685552890086081,0.7785211866814024,-0.12657050777945839,0.9401368928925157,6.027733806279523,0.9486187173027651,0.8838573773775934,-3.23487893336893,2.792854872910593,215.97059299611442,6.676398831961812,3.6708635325409293,0.07603772178542689,0.13509987436289445,9.656716215688157,0.6094447982218458,4.453430219611399,-8.063110149410756,0.8526414889739428,0.693772645542715,-0.02031223274511736,0.7625512960939848,3.884622086864427,0.7628217786440735,0.581484479174616,-1.9563934676148191,1.9282286192496079,139.6552958336899,2.2489775593080283,2.910672178852541,0.026526900908359994,0.26749069385642954,8.91731472726642,2.167239474432724,8.741505347407829,-4.375044691875187,0.9487040241282356,0.8532533096167869,1.3230694746815148,0.5551164027049531,3.511101839349665,1.4348055810408975,0.3081542205520877,0.18502459600226537,3.69612643535193,494.08009329266577,7.466790883814529,5.777841246762887,0.25104626473407254,0.13493464072919795,12.960062989196745,0.7040106632816858,3.117116767084459,-8.06925464116399,0.8356899516234915,0.6204152368306491,0.17201154720013997,1.3366719529160132,8.28308323612385,1.3476942836127541,1.7866919097123086,-3.399598044598875,4.883485191524976,435.9071716997987,2.3809471064466003,2.80277429531515,0.01663119892681561,0.15245987568156708,8.75473331883052,2.2058621767302213,8.000840921476225,-7.450047064271475,0.7582208585538978,0.5734586142976361,-0.05848869961268289,0.9250371701637933,5.31503188236861,0.9268844017281881,0.8556937661846385,-2.276788718086937,3.0382431642816727,206.1875266000851,2.053027984378033,1.8388990919308692,0.012396543750318123,0.2326116841558735,7.051826982670511,3.249657066844663,19.887845914453614,-5.183836566586855,0.8183944527032824,0.5295213222687417,-0.0675584644817114,0.966759457239682,5.636444613385137,0.9691171210361992,0.9346238481623647,-3.21703382482401,2.419410788561127,225.40511862851787,1.8335165559434605,2.174816212913888,0.012487874065819526,0.21843113676833353,8.620902022384781,3.5574812721491615,17.10569060040474,-5.536527032995384,0.8796752506522275,0.663749045569985,1.5965062803490937,1.0323518137441845,5.3340907541350076,1.9012055571492017,1.0657502673409074,0.202737244937174,5.536827999072181,867.4998169284016,2.1338375248261783,2.988511164938586,0.03449713598607955,0.20284023092979817,9.840389799209293,2.7924305937373646,11.839603849373043,-5.9439127632577815,pre-void,1
12.0,10.0,14.0,0.8633691733112107,0.7805815890030278,0.5655786669510973,0.476996724525335,3.4206274477281,0.7398683016037912,0.22752587520789833,-0.8860513212748312,2.5345761264532687,131.37722489233886,4.536701255184148,3.6978586070293074,0.10369201643216691,0.1146703788400054,9.242464717716745,1.7441733765544325,7.8894493820795955,-8.876537471267206,0.8825110640548015,0.7901305900525227,-0.2930854080945176,0.8832125772841017,6.261524845834444,0.9305716055794713,0.7800644566728254,-3.23487893336893,3.0266459124655145,207.83124314658124,6.524993108275944,3.2650589772411,0.11204106917798956,0.11852980395630883,9.246984655724344,1.0898887740255472,7.002933333188841,-8.713800664823792,0.8403244612663476,0.7479363121185261,-0.4375266718432666,0.45874212503388634,3.0144775160578767,0.6339352694517408,0.2104443372806058,-2.0088575570368534,1.005619959021023,96.44974220516431,3.79873736510857,3.183784661828024,0.04074592265459094,0.06750491158160564,8.52350767416756,1.4684634874739482,5.522474110202843,-11.403111797452365,0.9310461963953561,0.8298056037500968,1.2071599669476683,0.5983371598710796,3.43895907339377,1.3473093715563937,0.3580073568825899,0.25716736195816003,3.69612643535193,435.6582102440844,6.100772706789772,5.783879011544497,0.2634976303016292,0.09654018621969859,12.897963825422636,1.2615991716691113,4.210141785386969,-9.712007072763926,0.8334590632759735,0.7179305287402492,0.012056776130538186,1.042929250052253,8.178407494072669,1.0429989388610215,1.0877014206145545,-4.100139223542289,4.078268270530379,261.083228751652,2.9240941547150476,2.7013766978729796,0.020645243978017324,0.12737804987642737,7.992515380303059,2.177105889867514,8.89963380588571,-8.357315374013083,0.7353262324306648,0.6110932864070439,0.06784014242666754,0.8225898104208885,4.96702400302059,0.8253825059526909,0.6766539962082734,-1.9287808387389174,3.0382431642816727,163.50150747185853,2.5410261551764575,2.094101131461183,0.0140313932882666,0.1750974253377602,7.442598518399686,2.7363276843198023,12.673969029803759,-6.731228988611569,0.8437825104518053,0.6863470620563276,0.11707995306319864,0.7394174185374318,4.116154873523556,0.7486293036248584,0.5467381188365595,-1.6967440849624287,2.419410788561127,134.5070002190017,3.966432933479871,3.278415453530892,0.03653566667277272,0.23279306327791435,9.076168596270525,1.4189962211764093,4.666624248200657,-5.179424856061794,0.8982011951709996,0.7060345695187227,1.3090210179720267,0.7848648777664087,4.635761231044675,1.526285982980844,0.6160128763512797,0.202737244937174,4.838498475981849,559.0917364425122,2.674838426177602,2.92806325141582,0.049273343600534945,0.15540907217456643,10.368171904748914,2.822223762693711,14.276547615949262,-7.351700444426955,pre-void,1
14.0,12.0,16.0,0.8809286263877919,0.7710904238452186,0.29851909433567003,0.44491154500440483,3.4206274477281,0.5357797425819637,0.19794628287820656,-0.8860513212748312,2.5345761264532687,68.89438381468686,4.892803276680418,3.039065094098473,0.07861725749009241,0.08189038178708843,9.312533197742326,1.515109634608823,8.624669340403699,-10.4966164075803,0.8848163531019776,0.7912190203246154,-0.36055111921092925,0.8025393756614588,6.108115159015377,0.8798105245172609,0.6440694494870841,-3.081469246549862,3.0266459124655145,185.77597417232107,7.01356661764246,3.180257874137793,0.09660443728438049,0.10760773019769425,9.463113247784726,1.28475750651524,8.15909815349653,-9.187123286902159,0.8289806109093392,0.7775661349393935,-0.5655894400153426,0.43881327934685627,3.0144775160578767,0.7158550892380461,0.1925570941311421,-2.0088575570368534,1.005619959021023,122.9876421091226,4.696399868080214,3.15484962482735,0.058535544989802825,0.14246892928225383,8.735177450917089,1.0467731326322987,6.619360414091665,-7.795297037742265,0.9093873093061771,0.8397102248372048,1.1111604580463101,0.5821489816832616,3.063127195549831,1.2544221778972755,0.33889743687485835,0.11661930549309328,3.1797465010429242,377.65800009613054,6.044509235799639,5.49088258354537,0.22488572076873894,0.09165346734058345,12.470357237317664,1.1732262156602489,3.879145469948256,-9.961026629942616,0.8453449501289908,0.7598654906341921,-0.12329887946214943,0.9217115291704874,7.0534426532103,0.9299219089162378,0.8495521430057983,-4.100139223542289,2.9533034296680105,207.54114160378074,4.467124651997367,2.718848706319066,0.029567936070869865,0.08091946654655253,8.15028504791024,0.9037602614174334,4.952764329694009,-10.553005564280538,0.7880333370972483,0.7093879654072774,-0.012770194670534933,0.6527554527585573,2.845865059881566,0.65288035579113,0.4260896811060292,-1.335001801079437,1.510863258802129,102.30066215470862,3.9293775571217204,3.047569398710268,0.029514231646504,0.09958331643495846,7.803763420294426,0.9219010700002923,4.075170600114741,-9.562569475181846,0.8448245536173342,0.6902399280417864,0.006537480403101995,0.6305273272549259,3.4847567481413346,0.6305612175397892,0.39756471041524044,-1.6967440849624287,1.7880126631789057,95.42578777566274,3.4723046486514257,3.110998979720285,0.03088147091822778,0.10070529723789223,9.029954179176167,1.6884439040578845,5.962029321836328,-9.508497193866145,0.8879910656907125,0.759730827236613,1.1553716607944253,0.5947531337948253,3.8510449052363036,1.2994671849360544,0.3537312901587653,0.25754918527270926,4.108594090509013,405.26759153415213,3.451569838236594,4.065166988029068,0.08349877109681621,0.15499551978167891,11.050119758938145,1.926495905388653,6.9027234616375885,-7.365398665598636,pre-void,1
16.0,14.0,18.0,0.8813010350973701,0.8017965034143031,0.06915196401547892,0.27891750397325016,1.8104032118357998,0.28736208544250597,0.07779497402266801,-0.6634825633301373,1.1469206485056624,19.818472355967867,6.066506398629537,4.446142455508005,0.14757629116079216,0.09826031681435092,10.615528746232695,0.8318328895222258,4.68588507600693,-9.627030199830982,0.8663448299807652,0.7869438660193246,-0.4699559925939572,0.6926870420553208,4.035926425320999,0.8370627056596903,0.47981533823134986,-2.7977700427753387,1.2381563825456603,168.16175356951715,6.566196263269872,3.95828490501549,0.08709268819495194,0.1261336024861045,9.645276058650984,0.31612889152627127,4.738339293443503,-8.406142399675948,0.8372633340983517,0.7978810572606526,-0.7486913753401684,0.43658172713540166,2.160757283932222,0.8666847062094052,0.19060360446853034,-1.9604883638481638,0.2002689200840584,180.27417119454793,2.4835678096946645,3.50421016802566,0.03501632088410742,0.3181477946773707,9.418113402213221,1.709104590073179,6.046101395227158,-3.310613321474329,0.9106465834879175,0.8578091051026329,1.0984251690418816,0.5725866478960061,2.8570850050623524,1.238706309555849,0.3278554693487849,0.035711684426249946,2.8927966894886024,368.254397120033,5.0706269619432405,5.60973333114611,0.24493588509776013,0.18760323909436183,12.124858578900511,1.4071825527584305,4.887170295886996,-6.365278505017525,0.8650465695220099,0.7848881073204466,0.13870188500290556,0.6883327989868799,3.9733047955979175,0.702168252674864,0.4738020421611125,-1.80572191869269,2.1675828769052274,118.32966121547321,3.4340020028132745,3.8223523481691193,0.03481155611777607,0.2181437102899507,9.111781717959591,1.1393367974670978,3.457483171138307,-5.543842385971742,0.8121345453921054,0.6753560779140211,0.05023427546030484,0.5300013486910626,2.8492179248958918,0.5323766636934485,0.28090142961434533,-1.335001801079437,1.514216123816455,68.02197889088811,3.5416631199168624,2.7478129749035634,0.035534382165183356,0.13471119794097675,7.714732423783816,1.5963480608328613,6.7889676876471015,-8.077573849109784,0.860401130550757,0.6790745484899633,-0.003334519381365168,0.4907591664981659,2.8559705003777403,0.4907704947544007,0.24084455950197456,-1.5573037226630406,1.2986667777146994,57.80536284515502,4.398031655326652,3.808260995387985,0.056405634381155256,0.1331982216707343,9.221214374144154,1.0844269358236578,3.941171619082208,-8.134213665978914,0.8901020488473694,0.7971542144820742,0.8940800338717015,0.466842305991322,2.1345710776443827,1.0086232426586839,0.2179417386632951,0.13011938554153404,2.2646904631859166,244.15700295151635,4.692550455022012,4.6161427923653235,0.15204710193827978,0.09978614762772899,11.216674912010854,1.6657761955642154,6.142053868014314,-9.552754345072946,void,1
18.0,16.0,20.0,0.8823024498285359,0.5826558334094104,0.4073593809188805,1.0094180226312106,5.285549614263089,1.0885156910377163,1.0189247444127034,-1.3689142034458628,3.9166354108172263,284.3679383124761,1.652452130416688,3.088317765749343,0.04577897539137925,0.5121290522726935,10.536479929889254,3.439579849768539,17.380028609932438,0.2107445640764369,0.8576826371891147,0.7996528201955617,-0.6143776964121952,0.6480487880698023,3.3744048568834746,0.8929877857885263,0.41996723171873945,-2.30138600037608,1.0730188565073946,191.3825245361988,6.995369136818154,4.061794548864798,0.12589056121498,0.11233382553649161,10.066207926116297,0.558829079956234,4.854211627997365,-8.977391216016184,0.8624427468770252,0.7146314669276829,-1.0171755258300708,0.5082705171347278,2.5064247907920167,1.1370949691807122,0.2583389185884037,-2.306155870707958,0.2002689200840584,310.3163925446603,2.341362735429152,3.2642045727473477,0.036864742304951785,0.2743920529922895,9.946921786379233,2.2183241864479095,8.654872000506892,-4.223305012207189,0.8974902793402058,0.7839521580213501,1.5622263360906108,0.913634193188829,4.074592897418557,1.8097730697904906,0.8347274389638024,0.035711684426249946,4.110304581844807,786.0668553933351,4.046371530640011,4.744458807444235,0.11750697191210954,0.2573808347477563,11.445472427689126,1.763075600082217,7.0651193746358025,-4.601899479506163,0.8586583125745735,0.7142756635049957,0.30604654441024315,0.8076806621284857,4.079033052606443,0.8637201742009735,0.6523480519763091,-1.8766929843487756,2.202340068257667,179.0430094372224,2.6097914206805917,3.206667963832454,0.02152340917867035,0.22031126735927212,8.961647076697018,1.7092823369398789,5.713087774660224,-5.488845493676532,0.8005973114573773,0.540024566982566,-0.10904126008517483,1.1659923978740303,9.667340700216458,1.171079958116009,1.3595382719000308,-5.154483224354618,4.51285747586184,329.14278439223847,2.250322848627374,2.209278350786941,0.012749292956940592,0.132610093143792,5.95131532250635,2.4351860205102405,11.200624423362715,-8.156377840416859,0.8739479383156338,0.4592064550837862,0.3979756190749125,1.5677508208758877,9.720108654822877,1.617475573149431,2.45784263635702,-2.40463424219991,7.315474412622967,627.8945351364192,1.7023558496046656,2.558654302879139,0.012803955235016276,0.21227320120635396,7.944317471522391,3.022877741531217,12.667231027134095,-5.694804511551647,0.8891550367108279,0.5103599519554453,1.4355078324419372,1.6349266957132007,7.620217921939086,2.1756994363555444,2.6729853003556845,0.061795557811505815,7.682013479750592,1136.08032896588,1.6871791900831867,2.7210392729349775,0.03796050352468343,0.3674647801723277,9.107509801649005,3.5218232105164224,19.145989038001126,-2.3586899192725412,void,1
